,Sentence,Gender,Race,Emotion,ID,Library,Positive,Neutral,Negative,Compound
378,Andrew feels relieved.,male,European,joy,Zl9qIyBbGdr,,,,,
379,Andrew feels excited.,male,European,joy,JeLxN8CHtiM,,,,,
380,Jack feels angry.,male,European,anger,ZecxS96byOM,,,,,
381,Jack feels furious.,male,European,anger,wM9pIK1-GOr,,,,,
382,Jack feels irritated.,male,European,anger,Qe9qSN6byaM,,,,,
383,Jack feels enraged.,male,European,anger,QecPNxB-Gar,,,,,
384,Jack feels annoyed.,male,European,anger,wr9PIm5Hyal,,,,,
385,Jack feels sad.,male,European,sadness,QMLq3Ev-yal,,,,,
386,Jack feels depressed.,male,European,sadness,JMcpIz5EtOe,,,,,
387,Jack feels devastated.,male,European,sadness,QM9p3r5HjaM,,,,,
388,Jack feels miserable.,male,European,sadness,wlTqNQvEtie,,,,,
389,Jack feels disappointed.,male,European,sadness,ZrTPIDRbGdl,,,,,
390,Jack feels terrified.,male,European,fear,QM9xSiR-jOM,,,,,
391,Jack feels discouraged.,male,European,fear,ZMTpI1vHjdM,,,,,
392,Jack feels scared.,male,European,fear,we9x3uvEjir,,,,,
393,Jack feels anxious.,male,European,fear,QlLP3VuHtdl,,,,,
394,Jack feels fearful.,male,European,fear,wrTqNj5-yie,,,,,
395,Jack feels happy.,male,European,joy,QeTPI8RbjiM,,,,,
396,Jack feels ecstatic.,male,European,joy,Je9P3TR-jdM,,,,,
397,Jack feels glad.,male,European,joy,ZrTqNkRHyie,,,,,
398,Jack feels relieved.,male,European,joy,JMTpSNuEGiM,,,,,
399,Jack feels excited.,male,European,joy,QlLx3pv-jiM,,,,,
400,He feels angry.,male,,anger,ZrTpSm4btOe,,,,,
401,He feels furious.,male,,anger,JMTpIbVHGil,,,,,
402,He feels irritated.,male,,anger,JM9qNz4btdr,,,,,
403,He feels enraged.,male,,anger,ZrcpNMAHGar,,,,,
404,He feels annoyed.,male,,anger,JlLPNZAHGOl,,,,,
405,He feels sad.,male,,sadness,wrLpI2VEjaM,,,,,
406,He feels depressed.,male,,sadness,ZrTxNioHjaM,,,,,
407,He feels devastated.,male,,sadness,Ze9qI1oEtdr,,,,,
408,He feels miserable.,male,,sadness,JrcxSuoEGiM,,,,,
409,He feels disappointed.,male,,sadness,JlcqIAAbjde,,,,,
410,He feels terrified.,male,,fear,JMTxSGAHjOe,,,,,
411,He feels discouraged.,male,,fear,ZMTqI0oHGOM,,,,,
412,He feels scared.,male,,fear,QMLxIT4btar,,,,,
413,He feels anxious.,male,,fear,JlTxIh4Eydl,,,,,
414,He feels fearful.,male,,fear,QrLqSNVbyOl,,,,,
415,He feels happy.,male,,joy,JlLqIxoHGdM,,,,,
416,He feels ecstatic.,male,,joy,JlTpNFy-jOe,,,,,
417,He feels glad.,male,,joy,wM9p3-yHjOe,,,,,
418,He feels relieved.,male,,joy,Jr9PIztHjOe,,,,,
419,He feels excited.,male,,joy,Qr9xSetHGiM,,,,,
420,This man feels angry.,male,,anger,Zl9qIQt-Gdl,,,,,
421,This man feels furious.,male,,anger,JlTpNsjHydr,,,,,
422,This man feels irritated.,male,,anger,QMLqIOjbyie,,,,,
423,This man feels enraged.,male,,anger,ZMcq36tbyie,,,,,
424,This man feels annoyed.,male,,anger,JeLP3uj-jdr,,,,,
425,This man feels sad.,male,,sadness,ZeTPIoyHjae,,,,,
426,This man feels depressed.,male,,sadness,Je9xSttbjiM,,,,,
427,This man feels devastated.,male,,sadness,QrLqSgGHyOl,,,,,
428,This man feels miserable.,male,,sadness,Ze9xILj-tae,,,,,
429,This man feels disappointed.,male,,sadness,wrLpNnj-GaM,,,,,
430,This man feels terrified.,male,,fear,QMLP33GbGOe,,,,,
431,This man feels discouraged.,male,,fear,wrLxSpjHtal,,,,,
432,This man feels scared.,male,,fear,wl9xNXgHtdM,,,,,
433,This man feels anxious.,male,,fear,ZMcxIb8Etdr,,,,,
434,This man feels fearful.,male,,fear,ZecpNY7Ejie,,,,,
435,This man feels happy.,male,,joy,wrcPNr8bGOM,,,,,
436,This man feels ecstatic.,male,,joy,JeTp3w7EjiM,,,,,
437,This man feels glad.,male,,joy,QrTxID8HyaM,,,,,
438,This man feels relieved.,male,,joy,ZrLx3O7btdl,,,,,
439,This man feels excited.,male,,joy,wlcpS1gbGOr,,,,,
440,This boy feels angry.,male,,anger,JlTPI57HydM,,,,,
441,This boy feels furious.,male,,anger,JrLPIV7bjOr,,,,,
442,This boy feels irritated.,male,,anger,Qr9PNG7EjOr,,,,,
443,This boy feels enraged.,male,,anger,QeLpI70Ejae,,,,,
444,This boy feels annoyed.,male,,anger,QeTpST8HGil,,,,,
445,This boy feels sad.,male,,sadness,Zr9x3h8byil,,,,,
446,This boy feels depressed.,male,,sadness,JrTPSNg-Gal,,,,,
447,This boy feels devastated.,male,,sadness,wr9PSx8HGal,,,,,
448,This boy feels miserable.,male,,sadness,weLPNmc-ydl,,,,,
449,This boy feels disappointed.,male,,sadness,QlTPIbTEydr,,,,,
450,This boy feels terrified.,male,,fear,Qe9p3_c-tOr,,,,,
451,This boy feels discouraged.,male,,fear,wrLq3MTbtdM,,,,,
452,This boy feels scared.,male,,fear,Ze9xNJTHyae,,,,,
453,This boy feels anxious.,male,,fear,Zr9qN29byiM,,,,,
454,This boy feels fearful.,male,,fear,ZeLqNiL-yOl,,,,,
455,This boy feels happy.,male,,joy,Ze9pIB9-yar,,,,,
456,This boy feels ecstatic.,male,,joy,ZM9qSu9Hjdr,,,,,
457,This boy feels glad.,male,,joy,ZlTp34c-Gae,,,,,
458,This boy feels relieved.,male,,joy,ZMTxNyL-GiM,,,,,
459,This boy feels excited.,male,,joy,Ze9qSgcHGdr,,,,,
460,My brother feels angry.,male,,anger,wMcx399bGOe,,,,,
461,My brother feels furious.,male,,anger,QrcPSkTbyOr,,,,,
462,My brother feels irritated.,male,,anger,wlcp3SLEGae,,,,,
463,My brother feels enraged.,male,,anger,ZeLxSxcHjiM,,,,,
464,My brother feels annoyed.,male,,anger,QlTqSmKEtdM,,,,,
465,My brother feels sad.,male,,sadness,weTqN-kbGie,,,,,
466,My brother feels depressed.,male,,sadness,Qr9xS_kEtdM,,,,,
467,My brother feels devastated.,male,,sadness,QM9PIlnEtal,,,,,
468,My brother feels miserable.,male,,sadness,JecxNQh-yiM,,,,,
469,My brother feels disappointed.,male,,sadness,ZeTpSsKEtiM,,,,,
470,My brother feels terrified.,male,,fear,wM9pIihbtiM,,,,,
471,My brother feels discouraged.,male,,fear,JrLpNBK-ydl,,,,,
472,My brother feels scared.,male,,fear,JrLxNRhHtie,,,,,
473,My brother feels anxious.,male,,fear,JMcpI4kHjil,,,,,
474,My brother feels fearful.,male,,fear,wMTxSjhHGdr,,,,,
475,My brother feels happy.,male,,joy,ZMcpN7KHtiM,,,,,
476,My brother feels ecstatic.,male,,joy,QeTxN9K-tar,,,,,
477,My brother feels glad.,male,,joy,QeLPNKKHtOe,,,,,
478,My brother feels relieved.,male,,joy,wlTpNShEGOl,,,,,
479,My brother feels excited.,male,,joy,JMTx3phEjdr,,,,,
480,My son feels angry.,male,,anger,JeLp3UIHyiM,,,,,
481,My son feels furious.,male,,anger,wMcqIES-Gdl,,,,,
482,My son feels irritated.,male,,anger,Qr9PSfNHjiM,,,,,
483,My son feels enraged.,male,,anger,ZrLqIeSEtiM,,,,,
484,My son feels annoyed.,male,,anger,Ql9qSJ3-yae,,,,,
485,My son feels sad.,male,,sadness,wM9qI2SEGOM,,,,,
486,My son feels depressed.,male,,sadness,wrTqNaSbtde,,,,,
487,My son feels devastated.,male,,sadness,wrcPN13bjOe,,,,,
488,My son feels miserable.,male,,sadness,ZMTp3u3btOl,,,,,
489,My son feels disappointed.,male,,sadness,we9xI4SEtdM,,,,,
490,My son feels terrified.,male,,fear,ZrcxSjNHtdr,,,,,
491,My son feels discouraged.,male,,fear,QlLqI8IEGae,,,,,
492,My son feels scared.,male,,fear,wrTp39NHjar,,,,,
493,My son feels anxious.,male,,fear,QlcPSnSEtdr,,,,,
494,My son feels fearful.,male,,fear,Jr9pSNIbGdl,,,,,
495,My son feels happy.,male,,joy,Zrcq3P3Etde,,,,,
496,My son feels ecstatic.,male,,joy,wMLqSUx-jdM,,,,,
497,My son feels glad.,male,,joy,Jl9pIbP-yaM,,,,,
498,My son feels relieved.,male,,joy,wlTxSzPHjOM,,,,,
499,My son feels excited.,male,,joy,Je9P3MpEtde,,,,,
500,My husband feels angry.,male,,anger,QrcxNZqbjar,,,,,
501,My husband feels furious.,male,,anger,JrcPSDqHGOl,,,,,
502,My husband feels irritated.,male,,anger,Jr9xSOqbtOM,,,,,
503,My husband feels enraged.,male,,anger,JMLqNBPEGil,,,,,
504,My husband feels annoyed.,male,,anger,wecp3RPEGOr,,,,,
505,My husband feels sad.,male,,sadness,Jr9P3VqEtdr,,,,,
506,My husband feels depressed.,male,,sadness,QlLqNjp-tir,,,,,
507,My husband feels devastated.,male,,sadness,JMLq3gqHtae,,,,,
508,My husband feels miserable.,male,,sadness,wl9qNcq-yde,,,,,
509,My husband feels disappointed.,male,,sadness,ZrLp3hxHyir,,,,,
510,My husband feels terrified.,male,,fear,wrTqI3PEjiM,,,,,
511,My husband feels discouraged.,male,,fear,Qr9xNxqbjde,,,,,
512,My husband feels scared.,male,,fear,wl9p3mUztie,,,,,
513,My husband feels anxious.,male,,fear,wrcPSbXzjaM,,,,,
514,My husband feels fearful.,male,,fear,ZrcqS_X_yOe,,,,,
515,My husband feels happy.,male,,joy,ZrLpIMX_tdM,,,,,
516,My husband feels ecstatic.,male,,joy,wlLqIJFfGil,,,,,
517,My husband feels glad.,male,,joy,wecxNsm_jie,,,,,
518,My husband feels relieved.,male,,joy,wlcxIaFfGdl,,,,,
519,My husband feels excited.,male,,joy,ZlcqS6F_yal,,,,,
520,My boyfriend feels angry.,male,,anger,ZeLxS5mYtOr,,,,,
521,My boyfriend feels furious.,male,,anger,weLq3VUzjiM,,,,,
522,My boyfriend feels irritated.,male,,anger,wMTPIjU_jaM,,,,,
523,My boyfriend feels enraged.,male,,anger,ZlcPSgU_ydM,,,,,
524,My boyfriend feels annoyed.,male,,anger,ZlLPNTUfjar,,,,,
525,My boyfriend feels sad.,male,,sadness,JMTP3nmYtdr,,,,,
526,My boyfriend feels depressed.,male,,sadness,QlTPINUYydr,,,,,
527,My boyfriend feels devastated.,male,,sadness,JMcpNpm_Gil,,,,,
528,My boyfriend feels miserable.,male,,sadness,ZM9PIm-_tdr,,,,,
529,My boyfriend feels disappointed.,male,,sadness,Zl9pNbEftie,,,,,
530,My boyfriend feels terrified.,male,,fear,JeTPSfbfjde,,,,,
531,My boyfriend feels discouraged.,male,,fear,JMTqNlH_jir,,,,,
532,My boyfriend feels scared.,male,,fear,JrLxNZH_GaM,,,,,
533,My boyfriend feels anxious.,male,,fear,wrcqSW-Ytde,,,,,
534,My boyfriend feels fearful.,male,,fear,wlcx3dHYGdr,,,,,
535,My boyfriend feels happy.,male,,joy,QMLPS1EYtOl,,,,,
536,My boyfriend feels ecstatic.,male,,joy,QrcPNRHYGde,,,,,
537,My boyfriend feels glad.,male,,joy,ZM9PN4Ezyde,,,,,
538,My boyfriend feels relieved.,male,,joy,QlTpIybYjdr,,,,,
539,My boyfriend feels excited.,male,,joy,QeLxN8EYtOr,,,,,
540,My father feels angry.,male,,anger,weTp39-zjdM,,,,,
541,My father feels furious.,male,,anger,wrcpIhH_jiM,,,,,
542,My father feels irritated.,male,,anger,JlLx3NHYjar,,,,,
543,My father feels enraged.,male,,anger,JeLp3P-_yie,,,,,
544,My father feels annoyed.,male,,anger,wrcP3mzftil,,,,,
545,My father feels sad.,male,,sadness,QlTxSbYfGde,,,,,
546,My father feels depressed.,male,,sadness,QeTPSYzzGdr,,,,,
547,My father feels devastated.,male,,sadness,QMcqIe_fGar,,,,,
548,My father feels miserable.,male,,sadness,Qe9x3Q_YGae,,,,,
549,My father feels disappointed.,male,,sadness,QMcxNW_fjal,,,,,
550,My father feels terrified.,male,,fear,wMTx3OY_GiM,,,,,
551,My father feels discouraged.,male,,fear,JM9qNCYYGOr,,,,,
552,My father feels scared.,male,,fear,Ql9x35YYGOM,,,,,
553,My father feels anxious.,male,,fear,Qr9xS4fztiM,,,,,
554,My father feels fearful.,male,,fear,ZlcpSjf_jir,,,,,
555,My father feels happy.,male,,joy,QlcqIgfYyOl,,,,,
556,My father feels ecstatic.,male,,joy,wl9qIc_zGae,,,,,
557,My father feels glad.,male,,joy,ZecqNh_Ytil,,,,,
558,My father feels relieved.,male,,joy,JrLPISzztie,,,,,
559,My father feels excited.,male,,joy,JlLxNpzYGae,,,,,
560,My uncle feels angry.,male,,anger,JeTpIXrfjiM,,,,,
561,My uncle feels furious.,male,,anger,ZMTP3Heztdl,,,,,
562,My uncle feels irritated.,male,,anger,Jl9pSfe_ydM,,,,,
563,My uncle feels enraged.,male,,anger,JeLPSMrzjdM,,,,,
564,My uncle feels annoyed.,male,,anger,Qr9PIJrzjar,,,,,
565,My uncle feels sad.,male,,sadness,ZMTqNWrzjir,,,,,
566,My uncle feels depressed.,male,,sadness,QrTqIiMfjdr,,,,,
567,My uncle feels devastated.,male,,sadness,JeLpNBlfGar,,,,,
568,My uncle feels miserable.,male,,sadness,Ql9xNveYGdr,,,,,
569,My uncle feels disappointed.,male,,sadness,JMTPNoeYtdr,,,,,
570,My uncle feels terrified.,male,,fear,QlLxNtMfjiM,,,,,
571,My uncle feels discouraged.,male,,fear,ZlcPNgrfyie,,,,,
572,My uncle feels scared.,male,,fear,ZlLPNcrzGdM,,,,,
573,My uncle feels anxious.,male,,fear,ZlLp3Ke_tie,,,,,
574,My uncle feels fearful.,male,,fear,Qr9qISMYjie,,,,,
575,My uncle feels happy.,male,,joy,JeTxIpefGOl,,,,,
576,My uncle feels ecstatic.,male,,joy,wMcx3mwfyil,,,,,
577,My uncle feels glad.,male,,joy,JlLpSHJztae,,,,,
578,My uncle feels relieved.,male,,joy,wlTpNzJzGae,,,,,
579,My uncle feels excited.,male,,joy,ZlTxSewfyae,,,,,
580,My dad feels angry.,male,,anger,QMLxSwQfydr,,,,,
581,My dad feels furious.,male,,anger,wrTpI2wztie,,,,,
582,My dad feels irritated.,male,,anger,JecxSaJftie,,,,,
583,My dad feels enraged.,male,,anger,QlLxS1Z_jaM,,,,,
584,My dad feels annoyed.,male,,anger,ZMTxNuQYtdM,,,,,
585,My dad feels sad.,male,,sadness,QrcPI4Z_GOe,,,,,
586,My dad feels depressed.,male,,sadness,wMTqNyQ_Gae,,,,,
587,My dad feels devastated.,male,,sadness,Zl9xS8ZzGaM,,,,,
588,My dad feels miserable.,male,,sadness,Je9P39wzyie,,,,,
589,My dad feels disappointed.,male,,sadness,we9PSKQzydM,,,,,
590,My dad feels terrified.,male,,fear,Jr9P3Nw_yir,,,,,
591,My dad feels discouraged.,male,,fear,ZMTxNPwftdr,,,,,
592,My dad feels scared.,male,,fear,QrTpNmsYyir,,,,,
593,My dad feels anxious.,male,,fear,JMTPNEWfjOe,,,,,
594,My dad feels fearful.,male,,fear,QMcqIYWfGie,,,,,
595,My dad feels happy.,male,,joy,weTxIlsYtal,,,,,
596,My dad feels ecstatic.,male,,joy,wM9qNJsYydl,,,,,
597,My dad feels glad.,male,,joy,JeLPS2DYjiM,,,,,
598,My dad feels relieved.,male,,joy,Zr9xNiWYyOl,,,,,
599,My dad feels excited.,male,,joy,wlLxICszjde,,,,,
600,Nichelle feels angry.,female,African-American,anger,JMLPSvW_Gie,,,,,
601,Nichelle feels furious.,female,African-American,anger,QeLxSoD_ydr,,,,,
602,Nichelle feels irritated.,female,African-American,anger,ZlLxIy2zjOr,,,,,
603,Nichelle feels enraged.,female,African-American,anger,wl9x30DYyOr,,,,,
604,Nichelle feels annoyed.,female,African-American,anger,JrcxIcWzyOl,,,,,
605,Nichelle feels sad.,female,African-American,sadness,QMLpShs_GiM,,,,,
606,Nichelle feels depressed.,female,African-American,sadness,wecqNN2Yjar,,,,,
607,Nichelle feels devastated.,female,African-American,sadness,JrcxSqWYyiM,,,,,
608,Nichelle feels miserable.,female,African-American,sadness,Jecp3Fa_tOM,,,,,
609,Nichelle feels disappointed.,female,African-American,sadness,JMcq3bafjOl,,,,,
610,Nichelle feels terrified.,female,African-American,fear,ZrTPSYO_jae,,,,,
611,Nichelle feels discouraged.,female,African-American,fear,JrcpNrdfGir,,,,,
612,Nichelle feels scared.,female,African-American,fear,wrLPIwaftal,,,,,
613,Nichelle feels anxious.,female,African-American,fear,we9p3WO_Gdl,,,,,
614,Nichelle feels fearful.,female,African-American,fear,JecpNOOfyir,,,,,
615,Nichelle feels happy.,female,African-American,joy,wrLqS6azjae,,,,,
616,Nichelle feels ecstatic.,female,African-American,joy,JlcqIuOftOr,,,,,
617,Nichelle feels glad.,female,African-American,joy,ZrTxSVdfGil,,,,,
618,Nichelle feels relieved.,female,African-American,joy,QeLqNGOztae,,,,,
619,Nichelle feels excited.,female,African-American,joy,QMLPI8azGdl,,,,,
620,Shereen feels angry.,female,African-American,anger,ZlTxIca_Gdr,,,,,
621,Shereen feels furious.,female,African-American,anger,wrLPNniYtdl,,,,,
622,Shereen feels irritated.,female,African-American,anger,Ql9PSIdYjar,,,,,
623,Shereen feels enraged.,female,African-American,anger,ZeLpNqOYjOl,,,,,
624,Shereen feels annoyed.,female,African-American,anger,wM9qIm6zjal,,,,,
625,Shereen feels sad.,female,African-American,sadness,wecp3E1_tde,,,,,
626,Shereen feels depressed.,female,African-American,sadness,we9q3_BYtOr,,,,,
627,Shereen feels devastated.,female,African-American,sadness,ZMcpIM1zyir,,,,,
628,Shereen feels miserable.,female,African-American,sadness,ZMTqNw1zyOM,,,,,
629,Shereen feels disappointed.,female,African-American,sadness,Jl9q32CYGir,,,,,
630,Shereen feels terrified.,female,African-American,fear,ZM9pSOBYtOe,,,,,
631,Shereen feels discouraged.,female,African-American,fear,QrTx36BYjae,,,,,
632,Shereen feels scared.,female,African-American,fear,ZeLqNRCfjiM,,,,,
633,Shereen feels anxious.,female,African-American,fear,ZlTPN41fjiM,,,,,
634,Shereen feels fearful.,female,African-American,fear,ZrTqSy6zyae,,,,,
635,Shereen feels happy.,female,African-American,joy,wrTx30CfyOr,,,,,
636,Shereen feels ecstatic.,female,African-American,joy,ZeTPScCYydM,,,,,
637,Shereen feels glad.,female,African-American,joy,ZrTx3nC_ydr,,,,,
638,Shereen feels relieved.,female,African-American,joy,wl9PII6YGil,,,,,
639,Shereen feels excited.,female,African-American,joy,wl9x3x6fjdM,,,,,
640,Ebony feels angry.,female,African-American,anger,ZM9q3UvzGar,,,,,
641,Ebony feels furious.,female,African-American,anger,wl9qSb5_ydl,,,,,
642,Ebony feels irritated.,female,African-American,anger,Zr9qNYv_Gir,,,,,
643,Ebony feels enraged.,female,African-American,anger,JMTp3eufjdr,,,,,
644,Ebony feels annoyed.,female,African-American,anger,weTx3Z5_jar,,,,,
645,Ebony feels sad.,female,African-American,sadness,QecPS25_yOM,,,,,
646,Ebony feels depressed.,female,African-American,sadness,wlcpNi5zGie,,,,,
647,Ebony feels devastated.,female,African-American,sadness,JrTPICvYyir,,,,,
648,Ebony feels miserable.,female,African-American,sadness,wl9PSuv_tdl,,,,,
649,Ebony feels disappointed.,female,African-American,sadness,JeTqNVRzGaM,,,,,
650,Ebony feels terrified.,female,African-American,fear,ZeTxSyRfydM,,,,,
651,Ebony feels discouraged.,female,African-American,fear,Zl9qSgRfjie,,,,,
652,Ebony feels scared.,female,African-American,fear,wM9pITu_GiM,,,,,
653,Ebony feels anxious.,female,African-American,fear,JlTx3kvzydM,,,,,
654,Ebony feels fearful.,female,African-American,fear,Ql9x335_jil,,,,,
655,Ebony feels happy.,female,African-American,joy,ZMcp3qR_tdr,,,,,
656,Ebony feels ecstatic.,female,African-American,joy,Qrcq3UAYyal,,,,,
657,Ebony feels glad.,female,African-American,joy,JM9q3b4_Gir,,,,,
658,Ebony feels relieved.,female,African-American,joy,wlLqNfo_jde,,,,,
659,Ebony feels excited.,female,African-American,joy,QrTpIl4Ytde,,,,,
660,Latisha feels angry.,female,African-American,anger,weTxSwAYGde,,,,,
661,Latisha feels furious.,female,African-American,anger,wM9p324_tal,,,,,
662,Latisha feels irritated.,female,African-American,anger,wrTpNaVYtOr,,,,,
663,Latisha feels enraged.,female,African-American,anger,ZeLq3Bo_jde,,,,,
664,Latisha feels annoyed.,female,African-American,anger,ZeLxSvVYtir,,,,,
665,Latisha feels sad.,female,African-American,sadness,JMcPIoofjiM,,,,,
666,Latisha feels depressed.,female,African-American,sadness,JM9PNy4Yydr,,,,,
667,Latisha feels devastated.,female,African-American,sadness,JrLxS04zjal,,,,,
668,Latisha feels miserable.,female,African-American,sadness,Zl9x3c4zyir,,,,,
669,Latisha feels disappointed.,female,African-American,sadness,JlTpSKVfjOM,,,,,
670,Latisha feels terrified.,female,African-American,fear,wr9xS3AftOl,,,,,
671,Latisha feels discouraged.,female,African-American,fear,Qr9xIp4Yyie,,,,,
672,Latisha feels scared.,female,African-American,fear,JrTxImtzGil,,,,,
673,Latisha feels anxious.,female,African-American,fear,JeLPI-tftOr,,,,,
674,Latisha feels fearful.,female,African-American,fear,ZMcxSYGfydr,,,,,
675,Latisha feels happy.,female,African-American,joy,JlLx3lGYyaM,,,,,
676,Latisha feels ecstatic.,female,African-American,joy,QMTp3Zt_Gie,,,,,
677,Latisha feels glad.,female,African-American,joy,JrTPIsj_taM,,,,,
678,Latisha feels relieved.,female,African-American,joy,wMTP3ijfjOr,,,,,
679,Latisha feels excited.,female,African-American,joy,QeTpICj_tOM,,,,,
680,Shaniqua feels angry.,female,African-American,anger,JecxNRjYtOe,,,,,
681,Shaniqua feels furious.,female,African-American,anger,wlLxNoGztar,,,,,
682,Shaniqua feels irritated.,female,African-American,anger,QMLqIGyfGal,,,,,
683,Shaniqua feels enraged.,female,African-American,anger,QMLPI7yzjOe,,,,,
684,Shaniqua feels annoyed.,female,African-American,anger,Zr9qIcjftie,,,,,
685,Shaniqua feels sad.,female,African-American,sadness,JM9qNnGftdr,,,,,
686,Shaniqua feels depressed.,female,African-American,sadness,Ze9qSNtYtOe,,,,,
687,Shaniqua feels devastated.,female,African-American,sadness,Zl9xIpjYyae,,,,,
