,Sentence,Gender,Race,Emotion,ID,Library,Negative,Positive,Neutral,Compound
240,Josh feels angry.,male,European,anger,Ql9q3FxyOr,vader_sentiment,0.623,0.0,0.377,-0.5106
241,Josh feels furious.,male,European,anger,Zr9q3HxjOr,vader_sentiment,0.649,0.0,0.351,-0.5719
242,Josh feels irritated.,male,European,anger,QMTpI_xydl,vader_sentiment,0.6,0.0,0.4,-0.4588
243,Josh feels enraged.,male,European,anger,ZlLqNrPGaM,vader_sentiment,0.574,0.0,0.426,-0.4019
244,Josh feels annoyed.,male,European,anger,JlTPSwPtdM,vader_sentiment,0.565,0.0,0.435,-0.3818
245,Josh feels sad.,male,European,sadness,QMcx3WPGOr,vader_sentiment,0.608,0.0,0.392,-0.4767
246,Josh feels depressed.,male,European,sadness,ZMcPNapyde,vader_sentiment,0.623,0.0,0.377,-0.5106
247,Josh feels devastated.,male,European,sadness,QMTqS1PjOr,vader_sentiment,0.667,0.0,0.333,-0.6124
248,Josh feels miserable.,male,European,sadness,wrLqNRqjOe,vader_sentiment,0.615,0.0,0.385,-0.4939
249,Josh feels disappointed.,male,European,sadness,ZeLxSApGal,vader_sentiment,0.608,0.0,0.392,-0.4767
250,Josh feels terrified.,male,European,fear,ZeLPNjqtOl,vader_sentiment,0.667,0.0,0.333,-0.6124
251,Josh feels discouraged.,male,European,fear,ZeLx3gxjal,vader_sentiment,0.574,0.0,0.426,-0.4019
252,Josh feels scared.,male,European,fear,JMTxIcpGaM,vader_sentiment,0.592,0.0,0.408,-0.4404
253,Josh feels anxious.,male,European,fear,wrcx3KxyOl,vader_sentiment,0.5,0.0,0.5,-0.25
254,Josh feels fearful.,male,European,fear,JrTq3SPjOM,vader_sentiment,0.615,0.0,0.385,-0.4939
255,Josh feels happy.,male,European,joy,wecqIpqGOM,vader_sentiment,0.0,0.649,0.351,0.5719
256,Josh feels ecstatic.,male,European,joy,Je9qNXUHtir,vader_sentiment,0.0,0.623,0.377,0.5106
257,Josh feels glad.,male,European,joy,JrLxIbFbyal,vader_sentiment,0.0,0.6,0.4,0.4588
258,Josh feels relieved.,male,European,joy,ZMTp3zXHyOM,vader_sentiment,0.0,0.565,0.435,0.3818
259,Josh feels excited.,male,European,joy,QM9PNrF-yie,vader_sentiment,0.0,0.545,0.455,0.34
260,Roger feels angry.,male,European,anger,QrcPSQU-yOr,vader_sentiment,0.623,0.0,0.377,-0.5106
261,Roger feels furious.,male,European,anger,ZrcxIWXbyOM,vader_sentiment,0.649,0.0,0.351,-0.5719
262,Roger feels irritated.,male,European,anger,Ze9xSOXHjdM,vader_sentiment,0.6,0.0,0.4,-0.4588
263,Roger feels enraged.,male,European,anger,QlTxS6m-yil,vader_sentiment,0.574,0.0,0.426,-0.4019
264,Roger feels annoyed.,male,European,anger,wMcqNuUEydr,vader_sentiment,0.565,0.0,0.435,-0.3818
265,Roger feels sad.,male,European,sadness,wrTqIVXHjae,vader_sentiment,0.608,0.0,0.392,-0.4767
266,Roger feels depressed.,male,European,sadness,QrTqIjUbjOM,vader_sentiment,0.623,0.0,0.377,-0.5106
267,Roger feels devastated.,male,European,sadness,Jl9x30XEGde,vader_sentiment,0.667,0.0,0.333,-0.6124
268,Roger feels miserable.,male,European,sadness,JM9PSLmHyar,vader_sentiment,0.615,0.0,0.385,-0.4939
269,Roger feels disappointed.,male,European,sadness,QMcpSkmbGir,vader_sentiment,0.608,0.0,0.392,-0.4767
270,Roger feels terrified.,male,European,fear,weLxIIUHjaM,vader_sentiment,0.667,0.0,0.333,-0.6124
271,Roger feels discouraged.,male,European,fear,ZM9pSpXEyaM,vader_sentiment,0.574,0.0,0.426,-0.4019
272,Roger feels scared.,male,European,fear,Ql9pNm--til,vader_sentiment,0.592,0.0,0.408,-0.4404
273,Roger feels anxious.,male,European,fear,QeLx3-H-yiM,vader_sentiment,0.5,0.0,0.5,-0.25
274,Roger feels fearful.,male,European,fear,QeTqIfHEGal,vader_sentiment,0.615,0.0,0.385,-0.4939
275,Roger feels happy.,male,European,joy,Jl9p3r-bGir,vader_sentiment,0.0,0.649,0.351,0.5719
276,Roger feels ecstatic.,male,European,joy,JecpNQb-tOM,vader_sentiment,0.0,0.623,0.377,0.5106
277,Roger feels glad.,male,European,joy,QlLxN2EEGOM,vader_sentiment,0.0,0.6,0.4,0.4588
278,Roger feels relieved.,male,European,joy,Ql9q3iEHtOM,vader_sentiment,0.0,0.565,0.435,0.3818
279,Roger feels excited.,male,European,joy,JrTxNCHEGie,vader_sentiment,0.0,0.545,0.455,0.34
280,Alan feels angry.,male,European,anger,JlLPNR-btOl,vader_sentiment,0.623,0.0,0.377,-0.5106
281,Alan feels furious.,male,European,anger,wr9qNVHbGdr,vader_sentiment,0.649,0.0,0.351,-0.5719
282,Alan feels irritated.,male,European,anger,wecPNtHbtOM,vader_sentiment,0.6,0.0,0.4,-0.4588
283,Alan feels enraged.,male,European,anger,Jl9PN0-HjOl,vader_sentiment,0.574,0.0,0.426,-0.4019
284,Alan feels annoyed.,male,European,anger,Zr9q3cHHjil,vader_sentiment,0.565,0.0,0.435,-0.3818
285,Alan feels sad.,male,European,sadness,Ze9xSkHHGOe,vader_sentiment,0.608,0.0,0.392,-0.4767
286,Alan feels depressed.,male,European,sadness,ZM9qIS-HjiM,vader_sentiment,0.623,0.0,0.377,-0.5106
287,Alan feels devastated.,male,European,sadness,JMcxIPbbtOe,vader_sentiment,0.667,0.0,0.333,-0.6124
288,Alan feels miserable.,male,European,sadness,ZM9p3XYbtir,vader_sentiment,0.615,0.0,0.385,-0.4939
289,Alan feels disappointed.,male,European,sadness,JM9P3HY-Gae,vader_sentiment,0.608,0.0,0.392,-0.4767
290,Alan feels terrified.,male,European,fear,JMLp3_fHjaM,vader_sentiment,0.667,0.0,0.333,-0.6124
291,Alan feels discouraged.,male,European,fear,QlcpSrfEtde,vader_sentiment,0.574,0.0,0.426,-0.4019
292,Alan feels scared.,male,European,fear,ZlcPIZfHjil,vader_sentiment,0.592,0.0,0.408,-0.4404
293,Alan feels anxious.,male,European,fear,QrLqIs_-tOe,vader_sentiment,0.5,0.0,0.5,-0.25
294,Alan feels fearful.,male,European,fear,Zecq3if-Gir,vader_sentiment,0.615,0.0,0.385,-0.4939
295,Alan feels happy.,male,European,joy,wMcxN6Y-jdl,vader_sentiment,0.0,0.649,0.351,0.5719
296,Alan feels ecstatic.,male,European,joy,wMLqNRfbyir,vader_sentiment,0.0,0.623,0.377,0.5106
297,Alan feels glad.,male,European,joy,QMTx34Ybjdr,vader_sentiment,0.0,0.6,0.4,0.4588
298,Alan feels relieved.,male,European,joy,ZMcPNjz-Gil,vader_sentiment,0.0,0.565,0.435,0.3818
299,Alan feels excited.,male,European,joy,wl9PI0YEGal,vader_sentiment,0.0,0.545,0.455,0.34
300,Frank feels angry.,male,European,anger,QrTP3LzHjie,vader_sentiment,0.623,0.0,0.377,-0.5106
301,Frank feels furious.,male,European,anger,JMTqIK_EGdM,vader_sentiment,0.649,0.0,0.351,-0.5719
302,Frank feels irritated.,male,European,anger,JeTPINzHGde,vader_sentiment,0.6,0.0,0.4,-0.4588
303,Frank feels enraged.,male,European,anger,wl9xIqzbGOr,vader_sentiment,0.574,0.0,0.426,-0.4019
304,Frank feels annoyed.,male,European,anger,Ze9qNXrHGdM,vader_sentiment,0.565,0.0,0.435,-0.3818
305,Frank feels sad.,male,European,sadness,QrLx3HrEjdM,vader_sentiment,0.608,0.0,0.392,-0.4767
306,Frank feels depressed.,male,European,sadness,ZrcP3zlbtar,vader_sentiment,0.623,0.0,0.377,-0.5106
307,Frank feels devastated.,male,European,sadness,ZeTqSleEyir,vader_sentiment,0.667,0.0,0.333,-0.6124
308,Frank feels miserable.,male,European,sadness,wM9PIwebtil,vader_sentiment,0.615,0.0,0.385,-0.4939
309,Frank feels disappointed.,male,European,sadness,JM9xSWebjde,vader_sentiment,0.608,0.0,0.392,-0.4767
310,Frank feels terrified.,male,European,fear,wM9qIOMEtie,vader_sentiment,0.667,0.0,0.333,-0.6124
311,Frank feels discouraged.,male,European,fear,wrcx3CeHGaM,vader_sentiment,0.574,0.0,0.426,-0.4019
312,Frank feels scared.,male,European,fear,QMcP3urbGar,vader_sentiment,0.592,0.0,0.408,-0.4404
313,Frank feels anxious.,male,European,fear,ZrTpSAr-tiM,vader_sentiment,0.5,0.0,0.5,-0.25
314,Frank feels fearful.,male,European,fear,wM9pSjM-tie,vader_sentiment,0.615,0.0,0.385,-0.4939
315,Frank feels happy.,male,European,joy,JMLx3gMEyir,vader_sentiment,0.0,0.649,0.351,0.5719
316,Frank feels ecstatic.,male,European,joy,JMLp3clEyie,vader_sentiment,0.0,0.623,0.377,0.5106
317,Frank feels glad.,male,European,joy,Ql9PShlHGil,vader_sentiment,0.0,0.6,0.4,0.4588
318,Frank feels relieved.,male,European,joy,wl9p33eHjOr,vader_sentiment,0.0,0.565,0.435,0.3818
319,Frank feels excited.,male,European,joy,wMLxSpr-ydl,vader_sentiment,0.0,0.545,0.455,0.34
320,Justin feels angry.,male,European,anger,QMTpIFQEyOM,vader_sentiment,0.623,0.0,0.377,-0.5106
321,Justin feels furious.,male,European,anger,Jr9x3EQbGiM,vader_sentiment,0.649,0.0,0.351,-0.5719
322,Justin feels irritated.,male,European,anger,ZrTx3Yw-jaM,vader_sentiment,0.6,0.0,0.4,-0.4588
323,Justin feels enraged.,male,European,anger,wMcqIlJEjie,vader_sentiment,0.574,0.0,0.426,-0.4019
324,Justin feels annoyed.,male,European,anger,weLqNww-GiM,vader_sentiment,0.565,0.0,0.435,-0.3818
325,Justin feels sad.,male,European,sadness,Zl9xIsQ-GdM,vader_sentiment,0.608,0.0,0.392,-0.4767
326,Justin feels depressed.,male,European,sadness,ZlLxIiQHjOe,vader_sentiment,0.623,0.0,0.377,-0.5106
327,Justin feels devastated.,male,European,sadness,JeLxNBQ-GOM,vader_sentiment,0.667,0.0,0.333,-0.6124
328,Justin feels miserable.,male,European,sadness,JMLx3vZEyil,vader_sentiment,0.615,0.0,0.385,-0.4939
329,Justin feels disappointed.,male,European,sadness,wMTp3VQbyil,vader_sentiment,0.608,0.0,0.392,-0.4767
330,Justin feels terrified.,male,European,fear,QecxSGZbyil,vader_sentiment,0.667,0.0,0.333,-0.6124
331,Justin feels discouraged.,male,European,fear,wl9q30QHyOe,vader_sentiment,0.574,0.0,0.426,-0.4019
332,Justin feels scared.,male,European,fear,wr9P39QHjir,vader_sentiment,0.592,0.0,0.408,-0.4404
333,Justin feels anxious.,male,European,fear,wMcpSKwHGal,vader_sentiment,0.5,0.0,0.5,-0.25
334,Justin feels fearful.,male,European,fear,Jr9xI3ZEyOe,vader_sentiment,0.615,0.0,0.385,-0.4939
335,Justin feels happy.,male,European,joy,ZrTxIqQbtir,vader_sentiment,0.0,0.649,0.351,0.5719
336,Justin feels ecstatic.,male,European,joy,wrTqSUD-tdr,vader_sentiment,0.0,0.623,0.377,0.5106
337,Justin feels glad.,male,European,joy,JMLqNEW-yiM,vader_sentiment,0.0,0.6,0.4,0.4588
338,Justin feels relieved.,male,European,joy,wlTqNYDbjie,vader_sentiment,0.0,0.565,0.435,0.3818
339,Justin feels excited.,male,European,joy,wrcpIM2Hyir,vader_sentiment,0.0,0.545,0.455,0.34
340,Ryan feels angry.,male,European,anger,Zl9PIJWHjal,vader_sentiment,0.623,0.0,0.377,-0.5106
341,Ryan feels furious.,male,European,anger,weTP3Ds-yOr,vader_sentiment,0.649,0.0,0.351,-0.5719
342,Ryan feels irritated.,male,European,anger,wl9xSdD-jdr,vader_sentiment,0.6,0.0,0.4,-0.4588
343,Ryan feels enraged.,male,European,anger,JM9PNBD-Gir,vader_sentiment,0.574,0.0,0.426,-0.4019
344,Ryan feels annoyed.,male,European,anger,ZMcx3usHtar,vader_sentiment,0.565,0.0,0.435,-0.3818
345,Ryan feels sad.,male,European,sadness,Jr9x342EtdM,vader_sentiment,0.608,0.0,0.392,-0.4767
346,Ryan feels depressed.,male,European,sadness,wrLPSy2HtOe,vader_sentiment,0.623,0.0,0.377,-0.5106
347,Ryan feels devastated.,male,European,sadness,weLqSgW-GOl,vader_sentiment,0.667,0.0,0.333,-0.6124
348,Ryan feels miserable.,male,European,sadness,JeTqIcDHyOl,vader_sentiment,0.615,0.0,0.385,-0.4939
349,Ryan feels disappointed.,male,European,sadness,QM9q3hsHjOr,vader_sentiment,0.608,0.0,0.392,-0.4767
350,Ryan feels terrified.,male,European,fear,JrTq3NW-yaM,vader_sentiment,0.667,0.0,0.333,-0.6124
351,Ryan feels discouraged.,male,European,fear,wecqIxWbjaM,vader_sentiment,0.574,0.0,0.426,-0.4019
352,Ryan feels scared.,male,European,fear,JeLxNXiHtie,vader_sentiment,0.592,0.0,0.408,-0.4404
353,Ryan feels anxious.,male,European,fear,ZMLqIEOHGaM,vader_sentiment,0.5,0.0,0.5,-0.25
354,Ryan feels fearful.,male,European,fear,wl9pSfObyal,vader_sentiment,0.615,0.0,0.385,-0.4939
355,Ryan feels happy.,male,European,joy,wl9P3ei-jie,vader_sentiment,0.0,0.649,0.351,0.5719
356,Ryan feels ecstatic.,male,European,joy,ZM9p3QdHtal,vader_sentiment,0.0,0.623,0.377,0.5106
357,Ryan feels glad.,male,European,joy,wMcxIsd-tie,vader_sentiment,0.0,0.6,0.4,0.4588
358,Ryan feels relieved.,male,European,joy,QMTpSda-tde,vader_sentiment,0.0,0.565,0.435,0.3818
359,Ryan feels excited.,male,European,joy,Qe9qSBdbtal,vader_sentiment,0.0,0.545,0.455,0.34
360,Andrew feels angry.,male,European,anger,QMTPIvOHjOr,vader_sentiment,0.623,0.0,0.377,-0.5106
361,Andrew feels furious.,male,European,anger,JMTxI4ibjil,vader_sentiment,0.649,0.0,0.351,-0.5719
362,Andrew feels irritated.,male,European,anger,QlTq3GO-GOe,vader_sentiment,0.6,0.0,0.4,-0.4588
363,Andrew feels enraged.,male,European,anger,Qrcx30dEtae,vader_sentiment,0.574,0.0,0.426,-0.4019
364,Andrew feels annoyed.,male,European,anger,JlLpSTO-Gae,vader_sentiment,0.565,0.0,0.435,-0.3818
365,Andrew feels sad.,male,European,sadness,wlTq3haHtde,vader_sentiment,0.608,0.0,0.392,-0.4767
366,Andrew feels depressed.,male,European,sadness,JecxNSd-yir,vader_sentiment,0.623,0.0,0.377,-0.5106
367,Andrew feels devastated.,male,European,sadness,QrcxNqabyOl,vader_sentiment,0.667,0.0,0.333,-0.6124
368,Andrew feels miserable.,male,European,sadness,Ze9qNm1EGar,vader_sentiment,0.615,0.0,0.385,-0.4939
369,Andrew feels disappointed.,male,European,sadness,JlLq3bBHyOr,vader_sentiment,0.608,0.0,0.392,-0.4767
370,Andrew feels terrified.,male,European,fear,QMcPSz1Htae,vader_sentiment,0.667,0.0,0.333,-0.6124
371,Andrew feels discouraged.,male,European,fear,JeLPNM6bGie,vader_sentiment,0.574,0.0,0.426,-0.4019
372,Andrew feels scared.,male,European,fear,ZMTP3Q1byiM,vader_sentiment,0.592,0.0,0.408,-0.4404
373,Andrew feels anxious.,male,European,fear,wl9x3D6bjdr,vader_sentiment,0.5,0.0,0.5,-0.25
374,Andrew feels fearful.,male,European,fear,QMcqNiC-tdM,vader_sentiment,0.615,0.0,0.385,-0.4939
375,Andrew feels happy.,male,European,joy,wecqS16Hydl,vader_sentiment,0.0,0.649,0.351,0.5719
376,Andrew feels ecstatic.,male,European,joy,Jr9x3vCbGaM,vader_sentiment,0.0,0.623,0.377,0.5106
377,Andrew feels glad.,male,European,joy,Ze9xNA6-tdM,vader_sentiment,0.0,0.6,0.4,0.4588
378,Andrew feels relieved.,male,European,joy,Zl9qIyBbGdr,vader_sentiment,0.0,0.565,0.435,0.3818
379,Andrew feels excited.,male,European,joy,JeLxN8CHtiM,vader_sentiment,0.0,0.545,0.455,0.34
380,Jack feels angry.,male,European,anger,ZecxS96byOM,vader_sentiment,0.623,0.0,0.377,-0.5106
381,Jack feels furious.,male,European,anger,wM9pIK1-GOr,vader_sentiment,0.649,0.0,0.351,-0.5719
382,Jack feels irritated.,male,European,anger,Qe9qSN6byaM,vader_sentiment,0.6,0.0,0.4,-0.4588
383,Jack feels enraged.,male,European,anger,QecPNxB-Gar,vader_sentiment,0.574,0.0,0.426,-0.4019
384,Jack feels annoyed.,male,European,anger,wr9PIm5Hyal,vader_sentiment,0.565,0.0,0.435,-0.3818
385,Jack feels sad.,male,European,sadness,QMLq3Ev-yal,vader_sentiment,0.608,0.0,0.392,-0.4767
386,Jack feels depressed.,male,European,sadness,JMcpIz5EtOe,vader_sentiment,0.623,0.0,0.377,-0.5106
387,Jack feels devastated.,male,European,sadness,QM9p3r5HjaM,vader_sentiment,0.667,0.0,0.333,-0.6124
388,Jack feels miserable.,male,European,sadness,wlTqNQvEtie,vader_sentiment,0.615,0.0,0.385,-0.4939
389,Jack feels disappointed.,male,European,sadness,ZrTPIDRbGdl,vader_sentiment,0.608,0.0,0.392,-0.4767
390,Jack feels terrified.,male,European,fear,QM9xSiR-jOM,vader_sentiment,0.667,0.0,0.333,-0.6124
391,Jack feels discouraged.,male,European,fear,ZMTpI1vHjdM,vader_sentiment,0.574,0.0,0.426,-0.4019
392,Jack feels scared.,male,European,fear,we9x3uvEjir,vader_sentiment,0.592,0.0,0.408,-0.4404
393,Jack feels anxious.,male,European,fear,QlLP3VuHtdl,vader_sentiment,0.5,0.0,0.5,-0.25
394,Jack feels fearful.,male,European,fear,wrTqNj5-yie,vader_sentiment,0.615,0.0,0.385,-0.4939
395,Jack feels happy.,male,European,joy,QeTPI8RbjiM,vader_sentiment,0.0,0.649,0.351,0.5719
396,Jack feels ecstatic.,male,European,joy,Je9P3TR-jdM,vader_sentiment,0.0,0.623,0.377,0.5106
397,Jack feels glad.,male,European,joy,ZrTqNkRHyie,vader_sentiment,0.0,0.6,0.4,0.4588
398,Jack feels relieved.,male,European,joy,JMTpSNuEGiM,vader_sentiment,0.0,0.565,0.435,0.3818
399,Jack feels excited.,male,European,joy,QlLx3pv-jiM,vader_sentiment,0.0,0.545,0.455,0.34
400,He feels angry.,male,,anger,ZrTpSm4btOe,vader_sentiment,0.623,0.0,0.377,-0.5106
401,He feels furious.,male,,anger,JMTpIbVHGil,vader_sentiment,0.649,0.0,0.351,-0.5719
402,He feels irritated.,male,,anger,JM9qNz4btdr,vader_sentiment,0.6,0.0,0.4,-0.4588
403,He feels enraged.,male,,anger,ZrcpNMAHGar,vader_sentiment,0.574,0.0,0.426,-0.4019
404,He feels annoyed.,male,,anger,JlLPNZAHGOl,vader_sentiment,0.565,0.0,0.435,-0.3818
405,He feels sad.,male,,sadness,wrLpI2VEjaM,vader_sentiment,0.608,0.0,0.392,-0.4767
406,He feels depressed.,male,,sadness,ZrTxNioHjaM,vader_sentiment,0.623,0.0,0.377,-0.5106
407,He feels devastated.,male,,sadness,Ze9qI1oEtdr,vader_sentiment,0.667,0.0,0.333,-0.6124
408,He feels miserable.,male,,sadness,JrcxSuoEGiM,vader_sentiment,0.615,0.0,0.385,-0.4939
409,He feels disappointed.,male,,sadness,JlcqIAAbjde,vader_sentiment,0.608,0.0,0.392,-0.4767
410,He feels terrified.,male,,fear,JMTxSGAHjOe,vader_sentiment,0.667,0.0,0.333,-0.6124
411,He feels discouraged.,male,,fear,ZMTqI0oHGOM,vader_sentiment,0.574,0.0,0.426,-0.4019
412,He feels scared.,male,,fear,QMLxIT4btar,vader_sentiment,0.592,0.0,0.408,-0.4404
413,He feels anxious.,male,,fear,JlTxIh4Eydl,vader_sentiment,0.5,0.0,0.5,-0.25
414,He feels fearful.,male,,fear,QrLqSNVbyOl,vader_sentiment,0.615,0.0,0.385,-0.4939
415,He feels happy.,male,,joy,JlLqIxoHGdM,vader_sentiment,0.0,0.649,0.351,0.5719
416,He feels ecstatic.,male,,joy,JlTpNFy-jOe,vader_sentiment,0.0,0.623,0.377,0.5106
417,He feels glad.,male,,joy,wM9p3-yHjOe,vader_sentiment,0.0,0.6,0.4,0.4588
418,He feels relieved.,male,,joy,Jr9PIztHjOe,vader_sentiment,0.0,0.565,0.435,0.3818
419,He feels excited.,male,,joy,Qr9xSetHGiM,vader_sentiment,0.0,0.545,0.455,0.34
420,This man feels angry.,male,,anger,Zl9qIQt-Gdl,vader_sentiment,0.524,0.0,0.476,-0.5106
421,This man feels furious.,male,,anger,JlTpNsjHydr,vader_sentiment,0.552,0.0,0.448,-0.5719
422,This man feels irritated.,male,,anger,QMLqIOjbyie,vader_sentiment,0.5,0.0,0.5,-0.4588
423,This man feels enraged.,male,,anger,ZMcq36tbyie,vader_sentiment,0.474,0.0,0.526,-0.4019
424,This man feels annoyed.,male,,anger,JeLP3uj-jdr,vader_sentiment,0.464,0.0,0.536,-0.3818
425,This man feels sad.,male,,sadness,ZeTPIoyHjae,vader_sentiment,0.508,0.0,0.492,-0.4767
426,This man feels depressed.,male,,sadness,Je9xSttbjiM,vader_sentiment,0.524,0.0,0.476,-0.5106
427,This man feels devastated.,male,,sadness,QrLqSgGHyOl,vader_sentiment,0.571,0.0,0.429,-0.6124
428,This man feels miserable.,male,,sadness,Ze9xILj-tae,vader_sentiment,0.516,0.0,0.484,-0.4939
429,This man feels disappointed.,male,,sadness,wrLpNnj-GaM,vader_sentiment,0.508,0.0,0.492,-0.4767
430,This man feels terrified.,male,,fear,QMLP33GbGOe,vader_sentiment,0.571,0.0,0.429,-0.6124
431,This man feels discouraged.,male,,fear,wrLxSpjHtal,vader_sentiment,0.474,0.0,0.526,-0.4019
432,This man feels scared.,male,,fear,wl9xNXgHtdM,vader_sentiment,0.492,0.0,0.508,-0.4404
433,This man feels anxious.,male,,fear,ZMcxIb8Etdr,vader_sentiment,0.4,0.0,0.6,-0.25
434,This man feels fearful.,male,,fear,ZecpNY7Ejie,vader_sentiment,0.516,0.0,0.484,-0.4939
435,This man feels happy.,male,,joy,wrcPNr8bGOM,vader_sentiment,0.0,0.552,0.448,0.5719
436,This man feels ecstatic.,male,,joy,JeTp3w7EjiM,vader_sentiment,0.0,0.524,0.476,0.5106
437,This man feels glad.,male,,joy,QrTxID8HyaM,vader_sentiment,0.0,0.5,0.5,0.4588
438,This man feels relieved.,male,,joy,ZrLx3O7btdl,vader_sentiment,0.0,0.464,0.536,0.3818
439,This man feels excited.,male,,joy,wlcpS1gbGOr,vader_sentiment,0.0,0.444,0.556,0.34
440,This boy feels angry.,male,,anger,JlTPI57HydM,vader_sentiment,0.524,0.0,0.476,-0.5106
441,This boy feels furious.,male,,anger,JrLPIV7bjOr,vader_sentiment,0.552,0.0,0.448,-0.5719
442,This boy feels irritated.,male,,anger,Qr9PNG7EjOr,vader_sentiment,0.5,0.0,0.5,-0.4588
443,This boy feels enraged.,male,,anger,QeLpI70Ejae,vader_sentiment,0.474,0.0,0.526,-0.4019
444,This boy feels annoyed.,male,,anger,QeTpST8HGil,vader_sentiment,0.464,0.0,0.536,-0.3818
445,This boy feels sad.,male,,sadness,Zr9x3h8byil,vader_sentiment,0.508,0.0,0.492,-0.4767
446,This boy feels depressed.,male,,sadness,JrTPSNg-Gal,vader_sentiment,0.524,0.0,0.476,-0.5106
447,This boy feels devastated.,male,,sadness,wr9PSx8HGal,vader_sentiment,0.571,0.0,0.429,-0.6124
448,This boy feels miserable.,male,,sadness,weLPNmc-ydl,vader_sentiment,0.516,0.0,0.484,-0.4939
449,This boy feels disappointed.,male,,sadness,QlTPIbTEydr,vader_sentiment,0.508,0.0,0.492,-0.4767
450,This boy feels terrified.,male,,fear,Qe9p3_c-tOr,vader_sentiment,0.571,0.0,0.429,-0.6124
451,This boy feels discouraged.,male,,fear,wrLq3MTbtdM,vader_sentiment,0.474,0.0,0.526,-0.4019
452,This boy feels scared.,male,,fear,Ze9xNJTHyae,vader_sentiment,0.492,0.0,0.508,-0.4404
453,This boy feels anxious.,male,,fear,Zr9qN29byiM,vader_sentiment,0.4,0.0,0.6,-0.25
454,This boy feels fearful.,male,,fear,ZeLqNiL-yOl,vader_sentiment,0.516,0.0,0.484,-0.4939
455,This boy feels happy.,male,,joy,Ze9pIB9-yar,vader_sentiment,0.0,0.552,0.448,0.5719
456,This boy feels ecstatic.,male,,joy,ZM9qSu9Hjdr,vader_sentiment,0.0,0.524,0.476,0.5106
